ID	GENE	ENSEMBLE	TCGA_AML_FEMALE	TCGA_AML_MALE	TCGA_DEAD	TCGA_ALIVE	GTEX_BLOOD	GTEX_BLOOD_VESSEL	GTEX_BONE_MARROW	GTEX_MUSCLE			
CA-CS-12-7191225-7191358.1400.3	PEX5	ENST00000545574.5	0	100	50	50	0.3187251	1.733333333	1.754385965	0.631578947			
CA-CA-6-42965074-42965152.587.0	PEX6	-	44.76744186	55.23255814	63.95348837	36.04651163	7.888446215	42.13333333	50	25.89473684			
CA-CA-6-136845614-136845692.1258.0	PEX7	XM_017010934.1	43.96551724	56.03448276	64.65517241	35.34482759	5.577689243	42.13333333	49.12280702	25.68421053			
CA-CA-4-73981416-73981543.308.0	PF4	ENST00000296029.3	43.84615385	56.15384615	69.23076923	30.76923077	4.621513944	21.06666667	2.631578947	4.631578947			
CA-CA-4-73853782-73853909.337.0	PF4V1	ENST00000226524.3	44.44444444	55.55555556	55.55555556	44.44444444	4.22310757	2.533333333	0	0.421052632			
CA-CS-5-140281448-140281533.414.2	PFDN1	ENST00000512925.1	37.93103448	62.06896552	68.96551724	31.03448276	2.470119522	26.8	24.56140351	13.05263158			
CA-CA-1-161102286-161102375.14517.0	PFDN2	ENST00000368010.3	45.71428571	54.28571429	64.57142857	35.42857143	7.888446215	42.13333333	50	25.89473684			
CA-CA-20-54214350-54214458.418.3	PFDN4	ENST00000493356.5	100	0	50	50	0.239043825	21.6	6.140350877	13.68421053			
CA-CA-12-53298044-53298150.333.0	PFDN5	-	45.71428571	54.28571429	64.57142857	35.42857143	7.888446215	42.13333333	50	25.89473684			
CA-CA-6-33289769-33289920.341.0	PFDN6	ENST00000395131.5	45.71428571	54.28571429	64.57142857	35.42857143	7.250996016	41.6	50	25.89473684			
CA-CS-1-207063346-207063421.661.0	PFKFB2	-	35.8490566	64.1509434	73.58490566	26.41509434	6.454183267	30.26666667	50	25.47368421			
CA-CA-10-6217134-6217191.786.0	PFKFB3	XM_017016327.1	45.83333333	54.16666667	64.88095238	35.11904762	7.888446215	42	49.12280702	25.89473684			
CA-CS-3-48549863-48549960.711.2	PFKFB4	NM_001317138.1	53.19148936	46.80851064	53.19148936	46.80851064	7.330677291	4.8	49.12280702	0.421052632			
CA-CA-21-44322961-44323049.30.0	PFKL	NM_001002021.2	45.71428571	54.28571429	64.57142857	35.42857143	7.80876494	42.13333333	50	25.89473684			
CA-CA-12-48139848-48139912.1308.1	PFKM	ENST00000552752.5	42.85714286	57.14285714	71.42857143	28.57142857	3.74501992	33.86666667	30.70175439	25.47368421			
CA-CS-10-3105392-3105501.284.2	PFKP	ENST00000460445.1	38	62	66	34	3.107569721	15.2	47.36842105	4.210526316			
CA-CA-3-149968357-149968550.13537.2	PFN2	ENST00000239940.11	37.5	62.5	87.5	12.5	4.462151394	42.13333333	6.140350877	25.89473684			
CA-CA-2-24119576-24119682.3617.0	PFN4	ENST00000465360.1	66.66666667	33.33333333	66.66666667	33.33333333	1.354581673	4.8	15.78947368	2.105263158			
CA-CS-11-61209841-61209958.376.0	PGA3	-	37.5	62.5	87.5	12.5	6.454183267	33.73333333	38.59649123	16.84210526			
CA-CS-11-61230165-61230264.1494.0	PGA4	ENST00000539581.1	50	50	80	20	6.454183267	34.26666667	39.47368421	17.26315789			
CA-CS-11-61249668-61249813.113.0	PGA5	ENST00000312403.9	100	0	100	0	5.896414343	28	31.57894737	12.84210526			
CA-CS-10-97430378-97430653.995.1	PGAM1	ENST00000467867.1	63.63636364	36.36363636	63.63636364	36.36363636	4.701195219	8.266666667	21.92982456	3.157894737			
CA-CA-7-44064831-44065012.9722.0	PGAM2	ENST00000297283.3	0	100	0	100	4.780876494	41.6	12.28070175	25.89473684			
CA-CS-12-132717986-132718120.1598.0	PGAM5	ENST00000454808.2	45.34883721	54.65116279	64.53488372	35.46511628	7.729083665	42.13333333	50	25.68421053			
CA-CA-2-196892345-196892401.550.0	PGAP1	-	33.33333333	66.66666667	66.66666667	33.33333333	2.071713147	16.4	0	0.421052632			
CA-CA-11-3824269-3824455.202.0	PGAP2	NM_001256237.1	46.83544304	53.16455696	58.2278481	41.7721519	5.896414343	20.26666667	48.24561404	11.78947368			
CA-CA-6-28283755-28284209.1307.0	PGBD1	ENST00000259883.3	48.10126582	51.89873418	59.49367089	40.50632911	2.788844622	32	50	4.842105263			
CA-CS-1-248913815-248913879.8477.2	PGBD2	ENST00000462488.1	100	0	100	0	0.15936255	0.266666667	4.385964912	0.421052632			
CA-CA-1-230356893-230357321.3039.1	PGBD5	ENST00000391860.6	66.66666667	33.33333333	44.44444444	55.55555556	0	2.666666667	0	15.36842105			
CA-CA-6-41740490-41740610.1294.0	PGC	-	0	100	100	0	5.019920319	26.4	30.70175439	12.84210526			
CA-CA-1-10411417-10411552.373.1	PGD	ENST00000483936.5	0	100	100	0	0.478087649	0	7.01754386	0			
CA-CA-14-74948506-74948583.3580.0	PGF	Augustus:g5151.t3	38.46153846	61.53846154	46.15384615	53.84615385	3.266932271	42.13333333	7.894736842	25.47368421			
CA-CA-11-293593-293727.494.0	PGGHG	-	45.94594595	54.05405405	63.96396396	36.03603604	7.888446215	42.13333333	50	21.05263158			
CA-CA-5-115236389-115236522.252.1	PGGT1B	ENST00000379615.3	30.76923077	69.23076923	46.15384615	53.84615385	1.195219124	4.533333333	13.15789474	6.526315789			
CA-CA-X-78122834-78122949.479.0	PGK1	NM_000291.3	45.71428571	54.28571429	64.57142857	35.42857143	7.80876494	42.13333333	50	25.89473684			
CA-CA-19-17517287-17517389.1543.0	PGLS	ENST00000600923.5	47.22222222	52.77777778	58.33333333	41.66666667	3.984063745	10.13333333	7.894736842	2.315789474			
CA-CA-19-46019525-46019647.1286.0	PGLYRP1	ENST00000008938.4	46.47887324	53.52112676	63.38028169	36.61971831	4.780876494	9.6	2.631578947	3.578947368			
CA-CA-1-63636233-63636388.2738.0	PGM1	ENST00000371084.7	45.83333333	54.16666667	64.88095238	35.11904762	7.888446215	42.13333333	1.754385965	25.89473684			
CA-CA-4-37840065-37840259.602.2	PGM2	ENST00000515668.5	49.31506849	50.68493151	65.75342466	34.24657534	2.788844622	28.8	42.10526316	0.631578947			
CA-CA-11-74342460-74342650.871.0	PGM2L1	-	48.23529412	51.76470588	71.76470588	28.23529412	0.557768924	35.2	20.1754386	19.15789474			
CA-CA-6-83171936-83172059.43.0	PGM3	XR_942480.2	45.98540146	54.01459854	62.04379562	37.95620438	4.860557769	42.13333333	50	25.68421053			
CA-CS-9-68391533-68391724.594.0	PGM5	XM_017014808.1	11.11111111	88.88888889	66.66666667	33.33333333	1.513944223	42.13333333	0	25.89473684			
CA-CS-9-79344-79537.2088.3	PGM5P3-AS1	ENST00000613372.4	0	100	100	0	0	7.733333333	0	2.526315789			
CA-CA-19-18355894-18356011.1884.0	PGPEP1	Augustus:g8428.t1	45.40229885	54.59770115	64.94252874	35.05747126	7.729083665	41.86666667	49.12280702	25.68421053			
CA-CA-X-119240308-119240464.1717.0	PGRMC1	ENST00000217971.7	45.71428571	54.28571429	64.57142857	35.42857143	7.729083665	42.13333333	50	25.89473684			
CA-CA-4-128272361-128272517.9525.3	PGRMC2	ENST00000503588.1	0	100	0	100	1.035856574	5.066666667	5.263157895	0.842105263			
CA-CS-6-13182518-13182686.364.1	PHACTR1	ENST00000406205.6	100	0	100	0	0	2	0	0			
CA-CA-6-143772257-143772457.1477.0	PHACTR2	ENST00000367584.8	42.94478528	57.05521472	64.41717791	35.58282209	3.027888446	41.73333333	49.12280702	18.73684211			
CA-CA-20-59743106-59743268.158.3	PHACTR3	ENST00000361300.4	33.33333333	66.66666667	71.42857143	28.57142857	0	0	0	0			
CA-CA-1-28459084-28459258.50.1	PHACTR4	-	46.55172414	53.44827586	65.51724138	34.48275862	3.107569721	21.6	35.96491228	5.894736842			
CA-CA-5-126617249-126617333.5858.0	PHAX	ENST00000511371.1	45.97701149	54.02298851	64.36781609	35.63218391	7.729083665	42.13333333	50	25.89473684			
CA-CS-12-6967891-6968021.1049.0	PHB2	-	41.30434783	58.69565217	73.91304348	26.08695652	5.976095618	26.26666667	49.12280702	23.15789474			
CA-CS-12-8933864-8934012.260.1	PHC1	ENST00000535510.1	33.33333333	66.66666667	66.66666667	33.33333333	0.3187251	6.133333333	7.894736842	1.052631579			
CA-CS-1-33375365-33375593.1131.0	PHC2	ENST00000484692.1	48.86363636	51.13636364	60.22727273	39.77272727	2.390438247	39.73333333	14.9122807	24.21052632			
CA-CA-3-170102478-170102710.2235.0	PHC3	ENST00000484068.5	30.3030303	69.6969697	63.63636364	36.36363636	3.90438247	7.866666667	21.05263158	3.789473684			
CA-CA-X-22114457-22114586.1040.0	PHEX	-	100	0	100	0	0.239043825	0.133333333	0	0.210526316			
CA-CS-6-33412247-33412422.306.5	PHF1	ENST00000459809.5	18.18181818	81.81818182	36.36363636	63.63636364	1.673306773	17.73333333	15.78947368	10.94736842			
CA-CA-6-169705132-169705321.27.0	PHF10	-	50	50	83.33333333	16.66666667	0.15936255	0.933333333	4.385964912	0.842105263			
CA-CA-13-49521137-49521500.111.0	PHF11	ENST00000476953.6	40	60	60	40	3.266932271	25.73333333	0.877192982	4.421052632			
CA-CA-1-6616756-6616858.10908.0	PHF13	ENST00000377648.4	38.98305085	61.01694915	67.79661017	32.20338983	7.490039841	42.13333333	50	25.47368421			
CA-CA-7-11040671-11040775.223.0	PHF14	XM_017012812.1	45.40229885	54.59770115	64.36781609	35.63218391	7.171314741	42.13333333	50	25.89473684			
CA-CA-9-120866027-120866096.1596.0	PHF19	ENST00000439674.1	50	50	100	0	0.239043825	2.266666667	0	0.210526316			
CA-CS-9-93653178-93653365.479.0	PHF2	-	45.02923977	54.97076023	64.9122807	35.0877193	7.330677291	41.86666667	50	25.89473684			
CA-CA-20-35842572-35842744.71.0	PHF20	ENST00000374012.7	45.97701149	54.02298851	64.94252874	35.05747126	7.569721116	41.73333333	49.12280702	25.47368421			
CA-CA-8-132844155-132844318.283.0	PHF20L1	ENST00000220847.8	43.97590361	56.02409639	64.45783133	35.54216867	7.64940239	41.06666667	49.12280702	25.26315789			
CA-CA-11-45965314-45965608.460.0	PHF21A	NM_001101802.1	45.02923977	54.97076023	65.49707602	34.50292398	7.80876494	38.4	49.12280702	22.10526316			
CA-CS-13-18951669-18951829.4249.0	PHF2P2	ENST00000416576.1	100	0	50	50	0.398406375	0.266666667	46.49122807	0			
CA-CA-6-63706028-63706224.130.0	PHF3	XM_005248702.3	45.34883721	54.65116279	64.53488372	35.46511628	7.569721116	42.13333333	50	25.89473684			
CA-CA-22-41468123-41468147.381.0	PHF5A	ENST00000216252.3	45.71428571	54.28571429	64.57142857	35.42857143	7.729083665	42.13333333	50	25.89473684			
CA-CA-X-134393908-134393952.185.1	PHF6	NM_032335.3	45.51282051	54.48717949	62.17948718	37.82051282	4.621513944	33.6	49.12280702	15.78947368			
CA-CA-3-52421647-52421754.1650.2	PHF7	NM_001278221.2	48.10126582	51.89873418	59.49367089	40.50632911	4.38247012	23.46666667	44.73684211	3.368421053			
CA-CA-X-54017660-54017821.82.0	PHF8	ENST00000396282.6	45.73170732	54.26829268	64.63414634	35.36585366	7.330677291	41.06666667	50	23.36842105			
CA-CA-1-119741766-119741897.579.0	PHGDH	XM_011541226.1	43.1372549	56.8627451	67.32026144	32.67973856	6.135458167	42.13333333	50	16.21052632			
CA-CA-15-40354344-40354352.4230.0	PHGR1	ENST00000448599.2	33.33333333	66.66666667	16.66666667	83.33333333	2.709163347	17.33333333	18.42105263	6.736842105			
CA-CA-6-78997413-78997597.439.0	PHIP	-	45.71428571	54.28571429	64.57142857	35.42857143	4.940239044	39.2	50	24			
CA-CA-X-72652543-72652651.246.0	PHKA1	XR_001755696.1	21.05263158	78.94736842	73.68421053	26.31578947	0.15936255	41.46666667	50	25.47368421			
CA-CA-X-18948743-18948826.247.0	PHKA2	NM_000292.2	45.66473988	54.33526012	64.73988439	35.26011561	7.569721116	41.73333333	49.12280702	25.26315789			
CA-CA-X-18893204-18893338.7892.0	PHKA2-AS1	ENST00000452900.5	50	50	100	0	1.992031873	9.866666667	0	1.052631579			
CA-CS-16-47641034-47641090.264.0	PHKB	XM_005255984.4	45.71428571	54.28571429	64.57142857	35.42857143	7.64940239	42.13333333	50	25.47368421			
CA-CA-16-30756589-30756715.2236.0	PHKG2	ENST00000424889.7	16.66666667	83.33333333	66.66666667	33.33333333	0.15936255	0.8	0.877192982	0.631578947			
CA-CA-1-201467485-201467583.2489.0	PHLDA3	ENST00000485436.1	50	50	100	0	0.15936255	6.933333333	0	1.052631579			
CA-CA-11-118627304-118628650.751.0	PHLDB1	NM_001144759.2	33.33333333	66.66666667	83.33333333	16.66666667	0	42	49.12280702	25.89473684			
CA-CA-3-111952571-111952712.485.0	PHLDB2	ENST00000481953.5	0	100	0	100	0.557768924	42.13333333	0	9.684210526			
CA-CA-19-43497117-43497279.386.0	PHLDB3	ENST00000600660.1	25	75	75	25	0.557768924	4.666666667	0.877192982	0.842105263			
CA-CA-18-62902963-62903166.118.0	PHLPP1	NM_194449.3	44.24242424	55.75757576	64.24242424	35.75757576	6.454183267	40.4	49.12280702	22.52631579			
CA-CA-16-71640521-71641040.1300.0	PHLPP2	ENST00000568004.5	100	0	0	100	0.15936255	10.8	0	2.315789474			
CA-CA-2-169695214-169695247.5277.5	PHOSPHO2	ENST00000438710.5	49.15254237	50.84745763	66.10169492	33.89830508	3.187250996	36.4	49.12280702	21.26315789			
CA-CA-9-136850012-136850560.141.0	PHPT1	ENST00000492540.5	45.02923977	54.97076023	64.32748538	35.67251462	7.80876494	42.13333333	50	25.89473684			
CA-CA-11-581961-582081.158.0	PHRF1	NM_001286581.1	43.87096774	56.12903226	65.80645161	34.19354839	7.729083665	41.73333333	50	25.89473684			
CA-CA-1-113700793-113700949.1858.0	PHTF1	ENST00000474926.5	43.97590361	55.42168675	65.06024096	34.3373494	7.490039841	41.2	49.12280702	20.84210526			
CA-CA-7-77949677-77949833.267.0	PHTF2	XM_017012458.1	44.52554745	55.47445255	66.42335766	33.57664234	5.577689243	42.13333333	49.12280702	25.47368421			
CA-CA-10-13295495-13295606.912.2	PHYH	ENST00000396913.6	69.23076923	30.76923077	69.23076923	30.76923077	1.274900398	31.2	8.771929825	19.57894737			
CA-CS-9-128941444-128941571.1136.0	PHYHD1	ENST00000487504.1	51.2195122	48.7804878	62.19512195	37.80487805	3.266932271	42.13333333	28.94736842	25.89473684			
CA-CA-5-178222354-178222580.238.0	PHYKPL	-	45.71428571	54.28571429	64.57142857	35.42857143	7.888446215	42.13333333	50	25.89473684			
CA-CA-8-74845381-74845497.586.0	PI15	ENST00000523773.1	72.72727273	27.27272727	72.72727273	27.27272727	0	11.86666667	0	1.684210526			
CA-CA-6-36963822-36963962.1423.2	PI16	ENST00000491324.1	60	40	100	0	2.390438247	37.33333333	27.19298246	19.15789474			
CA-CA-20-45175860-45176136.3923.0	PI3	ENST00000243924.3	50	50	80	20	5.338645418	18.66666667	14.03508772	9.684210526			
CA-CA-10-97656284-97656416.671.0	PI4K2A	ENST00000370631.3	44.55445545	55.44554455	68.31683168	31.68316832	7.888446215	41.86666667	50	25.68421053			
CA-CA-4-25263749-25263849.1452.0	PI4K2B	ENST00000512921.4	45.29411765	54.70588235	64.70588235	35.29411765	5.577689243	42	50	18.94736842			
CA-CA-22-20709295-20709379.284.0	PI4KA	ENST00000399213.2	0	100	100	0	0.398406375	2.4	7.01754386	0.210526316			
CA-CA-22-18548669-18548827.148.0	PI4KAP1	ENST00000612500.4	47.05882353	52.94117647	61.76470588	38.23529412	3.90438247	29.33333333	47.36842105	17.05263158			
CA-CA-22-21475210-21475300.268.3	PI4KAP2	ENST00000360806.9	41.37931034	58.62068966	51.72413793	48.27586207	1.035856574	6.8	7.894736842	5.684210526			
CA-CA-1-151294408-151294541.252.0	PI4KB	-	43.05555556	56.94444444	63.88888889	36.11111111	6.613545817	40.93333333	49.12280702	20			
CA-CA-12-6697286-6697792.6666.0	PIANP	NM_001244014.1	0	100	100	0	0.079681275	30.53333333	0	0.421052632			
CA-CA-15-68176473-68176654.1442.0	PIAS1	NM_016166.2	45.71428571	54.28571429	64.57142857	35.42857143	7.888446215	42.13333333	50	25.89473684			
CA-CA-18-46836356-46836517.61.0	PIAS2	-	44.91017964	55.08982036	63.47305389	36.52694611	5.657370518	41.33333333	50	25.68421053			
CA-CS-1-145850452-145850586.1942.0	PIAS3	-	45.34883721	54.65116279	65.11627907	34.88372093	7.888446215	42.13333333	50	25.89473684			
CA-CA-19-4028719-4028848.589.0	PIAS4	NM_015897.3	44.57831325	55.42168675	64.45783133	35.54216867	7.80876494	42.13333333	49.12280702	25.89473684			
CA-CA-13-72795358-72795557.585.0	PIBF1	NM_001349655.1	45.66473988	54.33526012	64.16184971	35.83815029	6.294820717	42.13333333	50	25.47368421			
CA-CA-11-85960674-85960777.3817.0	PICALM	ENST00000530692.5	37.31343284	62.68656716	67.1641791	32.8358209	7.011952191	42.13333333	49.12280702	25.89473684			
CA-CA-22-38057752-38057850.63.2	PICK1	ENST00000437453.5	41.66666667	58.33333333	83.33333333	16.66666667	2.151394422	24.93333333	24.56140351	13.47368421			
CA-CA-2-229262682-229262893.14732.0	PID1	ENST00000392054.7	66.66666667	33.33333333	33.33333333	66.66666667	1.434262948	35.46666667	0	8.421052632			
CA-CA-11-803173-803587.7.0	PIDD1	NM_145886.3	44.23076923	55.76923077	67.30769231	32.69230769	7.410358566	39.6	49.12280702	25.26315789			
CA-CA-16-88731705-88731910.326.0	PIEZO1	NM_001142864.3	45.71428571	54.28571429	64.57142857	35.42857143	7.569721116	41.73333333	50	14.94736842			
CA-CA-18-10752635-10752879.15.0	PIEZO2	XM_011525725.2	47.82608696	52.17391304	56.52173913	43.47826087	1.752988048	1.2	0	0			
CA-CA-15-64816573-64816765.432.0	PIF1	ENST00000559239.1	25	75	100	0	3.027888446	0	34.21052632	0			
CA-CA-1-111347673-111347772.12819.0	PIFO	ENST00000369738.8	0	100	100	0	1.912350598	15.06666667	0	0.842105263			
CA-CA-X-15324664-15324871.2528.0	PIGA	ENST00000463173.1	46.66666667	53.33333333	64.66666667	35.33333333	6.852589641	41.06666667	50	23.36842105			
CA-CS-15-55321269-55321390.629.0	PIGB	ENST00000539642.5	62.5	37.5	87.5	12.5	1.195219124	2.666666667	12.28070175	0.210526316			
CA-CS-1-172376553-172376636.23159.1	PIGC	ENST00000465374.1	0	100	0	100	0.079681275	1.333333333	0	0.421052632			
CA-CA-2-46613693-46613785.2055.0	PIGF	ENST00000281382.10	45.40229885	54.59770115	64.94252874	35.05747126	7.250996016	42.13333333	50	25.89473684			
CA-CA-4-521659-521941.241.1	PIGG	NM_017733.4	45.26315789	54.73684211	63.15789474	36.84210526	5.099601594	32.66666667	35.0877193	11.78947368			
CA-CA-14-67593909-67593952.3130.0	PIGH	ENST00000559415.1	33.33333333	66.66666667	66.66666667	33.33333333	1.115537849	14.8	21.92982456	3.578947368			
CA-CA-1-77206639-77206731.6696.0	PIGK	NM_005482.2	45.56213018	54.43786982	63.90532544	36.09467456	7.490039841	42.13333333	50	25.26315789			
CA-CA-18-62163530-62163656.8.2	PIGN	XM_011525894.1	46.875	53.125	59.375	40.625	2.709163347	5.866666667	40.35087719	2.736842105			
CA-CA-9-35095054-35095566.1445.3	PIGO	ENST00000472208.1	43.75	56.25	64.58333333	35.41666667	2.868525896	12.13333333	32.45614035	2.947368421			
CA-CA-21-37072144-37072310.70.0	PIGP	NM_016430.3	44.91525424	55.08474576	65.25423729	34.74576271	6.215139442	41.73333333	50	25.68421053			
CA-CA-16-581198-581341.3547.0	PIGQ	-	45.45454545	54.54545455	63.63636364	36.36363636	2.071713147	26.93333333	14.9122807	9.473684211			
CA-CA-20-45420331-45420429.160.8	PIGT	ENST00000639417.1	44.44444444	55.55555556	88.88888889	11.11111111	0.079681275	3.066666667	3.50877193	0.842105263			
CA-CA-20-34657179-34657244.27.0	PIGU	ENST00000217446.7	45.71428571	54.28571429	64.57142857	35.42857143	7.171314741	42.13333333	50	25.68421053			
CA-CA-1-26794112-26795234.6711.0	PIGV	-	48.05194805	51.94805195	70.12987013	29.87012987	3.90438247	22.53333333	44.73684211	7.368421053			
CA-CA-3-196716857-196716921.746.6	PIGX	ENST00000453218.6	50	50	100	0	0.956175299	1.733333333	4.385964912	10.73684211			
CA-CA-3-196951820-196952031.10039.1	PIGZ	ENST00000443835.1	66.66666667	33.33333333	55.55555556	44.44444444	0.15936255	5.333333333	4.385964912	4.631578947			
CA-CA-19-49447337-49447420.28.1	PIH1D1	ENST00000593629.5	44.30379747	55.69620253	64.55696203	35.44303797	6.772908367	36.4	48.24561404	17.26315789			
CA-CA-11-112071037-112071283.7048.0	PIH1D2	XM_017017201.1	75	25	62.5	37.5	1.593625498	16.26666667	42.98245614	7.578947368			
CA-CA-10-96648658-96648855.531.0	PIK3AP1	-	45.71428571	54.28571429	64.57142857	35.42857143	7.888446215	19.6	24.56140351	0.210526316			
CA-CA-11-17136481-17136625.396.0	PIK3C2A	ENST00000265970.11	45.3125	54.6875	66.40625	33.59375	3.90438247	41.2	49.12280702	19.78947368			
CA-CA-1-204428138-204428220.1491.0	PIK3C2B	-	43.36283186	56.63716814	67.25663717	32.74336283	4.701195219	40.93333333	28.07017544	22.94736842			
CA-CS-18-42049530-42049605.475.1	PIK3C3	ENST00000587402.2	42.85714286	57.14285714	78.57142857	21.42857143	1.115537849	3.866666667	18.42105263	1.894736842			
CA-CA-3-179210185-179210338.1205.0	PIK3CA	XM_006713658.3	44.84848485	55.15151515	64.24242424	35.75757576	6.932270916	42.13333333	50	25.47368421			
CA-CA-3-138690999-138691143.441.0	PIK3CB	NM_001256045.1	45.66473988	54.33526012	64.73988439	35.26011561	7.80876494	42.13333333	50	25.47368421			
CA-CA-1-9722527-9722606.221.0	PIK3CD	-	45.71428571	54.28571429	64.57142857	35.42857143	7.888446215	41.6	49.12280702	2.736842105			
CA-CA-1-9680711-9681135.25412.0	PIK3CD-AS2	ENST00000415330.2	33.33333333	66.66666667	100	0	1.992031873	2.133333333	30.70175439	0			
CA-CA-7-106879518-106879665.982.0	PIK3CG	ENST00000440650.6	45.97701149	54.02298851	64.36781609	35.63218391	7.729083665	8.933333333	50	0			
CA-CA-22-31289498-31289699.1433.0	PIK3IP1	-	44.58598726	55.41401274	63.69426752	36.30573248	7.729083665	42.13333333	49.12280702	25.47368421			
CA-CS-5-68293100-68293199.730.4	PIK3R1	ENST00000517698.5	63.63636364	36.36363636	81.81818182	18.18181818	0.15936255	2.666666667	0	1.473684211			
CA-CA-19-18166159-18166302.24.0	PIK3R2	-	45.02923977	54.97076023	64.32748538	35.67251462	6.533864542	41.86666667	50	25.68421053			
CA-CA-1-46080641-46080750.839.3	PIK3R3	ENST00000493202.1	100	0	100	0	0.717131474	1.2	7.894736842	2.105263158			
CA-CA-3-130680976-130681065.486.0	PIK3R4	-	45.40229885	54.59770115	64.36781609	35.63218391	7.729083665	42.13333333	50	25.89473684			
CA-CA-2-208330522-208330694.763.0	PIKFYVE	XM_011510779.2	41.71122995	50.26737968	58.82352941	33.15508021	5.019920319	38.4	50	21.26315789			
CA-CA-7-100399580-100399612.202.0	PILRA	-	48.88888889	51.11111111	73.33333333	26.66666667	4.302788845	4.666666667	0	0.842105263			
CA-CA-7-100356393-100356883.66.0	PILRB	ENST00000455145.5	40.69767442	59.30232558	63.95348837	36.04651163	4.940239044	41.6	32.45614035	25.89473684			
CA-CA-7-100352760-100352914.4002.0	"PILRB,STAG3L5P-PVRIG2P-PILRB"	NR_036569.1	42.99065421	57.00934579	62.61682243	37.38317757	6.613545817	40.4	49.12280702	18.10526316			
CA-CA-6-37170980-37171031.867.0	PIM1	NM_002648.3	45.66473988	54.33526012	64.16184971	35.83815029	7.888446215	42.13333333	50	25.89473684			
CA-CA-X-48917780-48917831.1005.0	PIM2	-	45.34883721	54.65116279	63.95348837	36.04651163	7.80876494	41.86666667	50	18.73684211			
CA-CA-22-49962688-49962865.773.0	PIM3	ENST00000360612.4	45.39877301	54.60122699	65.03067485	34.96932515	7.80876494	42.13333333	50	25.89473684			
CA-CA-19-9849089-9849195.525.0	PIN1	ENST00000380889.6	0	100	50	50	0.239043825	0.8	0.877192982	1.684210526			
CA-CA-X-72186460-72186534.189.4	PIN4	ENST00000446576.1	61.53846154	38.46153846	61.53846154	38.46153846	0.398406375	18.53333333	5.263157895	4.421052632			
CA-CA-1-20645559-20645723.2555.0	PINK1	ENST00000321556.4	45.29411765	54.70588235	64.70588235	35.29411765	7.80876494	42.13333333	50	25.89473684			
CA-CS-1-20645584-20645686.23586.0	PINK1-AS	ENST00000451424.1	50	50	50	50	0.079681275	0.533333333	0	0.842105263			
CA-CA-19-43581562-43581703.236.0	PINLYP	XM_011526970.2	42.15686275	57.84313725	67.64705882	32.35294118	4.143426295	41.46666667	43.85964912	9.684210526			
CA-CA-8-10826151-10826244.2189.1	PINX1	ENST00000519088.5	49.16666667	50.83333333	64.16666667	35.83333333	7.330677291	42.13333333	49.12280702	25.89473684			
CA-CA-10-22609619-22609717.1165.0	PIP4K2A	ENST00000376573.8	45.71428571	54.28571429	64.57142857	35.42857143	7.888446215	42.13333333	50	22.52631579			
CA-CA-12-57595887-57596031.2836.4	PIP4K2C	XM_017019973.1	49.01960784	50.98039216	64.70588235	35.29411765	4.302788845	27.33333333	34.21052632	2.947368421			
CA-CA-1-151227319-151227400.1086.4	PIP5K1A	XM_006711568.3	42.06896552	57.93103448	62.06896552	37.93103448	6.055776892	35.86666667	49.12280702	23.78947368			
CA-CA-9-68940645-68940790.622.0	PIP5K1B	XM_005252261.3	41.79104478	58.20895522	66.41791045	33.58208955	7.569721116	41.33333333	50	20.63157895			
CA-CA-19-3667321-3667353.804.0	PIP5K1C	-	31.25	68.75	53.125	46.875	3.426294821	39.73333333	16.66666667	10.31578947			
CA-CA-9-127925957-127925979.2042.0	PIP5KL1	ENST00000495448.5	50	50	50	50	0.079681275	4	21.05263158	0			
CA-CA-X-15390184-15390251.3273.0	PIR	ENST00000492432.5	34.88372093	65.11627907	60.46511628	39.53488372	5.418326693	42.13333333	50	25.89473684			
CA-CA-22-31620552-31620713.343.0	PISD	-	44.82758621	55.17241379	64.13793103	35.86206897	7.490039841	40.93333333	50	23.78947368			
CA-CS-1-23785674-23785779.1930.2	PITHD1	ENST00000374524.1	0	100	100	0	0	2.266666667	1.754385965	0.210526316			
CA-CA-22-27854853-27854939.1246.0	PITPNB	ENST00000634017.1	43.47826087	56.52173913	80.43478261	19.56521739	3.505976096	30.66666667	14.9122807	7.368421053			
CA-CS-11-67494845-67494956.256.0	PITPNM1	XM_017018586.1	46.10778443	53.89221557	64.67065868	35.32934132	7.888446215	41.86666667	50	23.78947368			
CA-CA-12-122987510-122987659.47.0	PITPNM2	-	47.6744186	52.3255814	60.46511628	39.53488372	4.06374502	41.2	49.12280702	21.68421053			
CA-CA-10-3147986-3148063.1245.1	PITRM1	NM_001242307.1	47.61904762	52.38095238	65.07936508	34.92063492	5.338645418	39.73333333	48.24561404	25.68421053			
CA-CA-10-3142971-3143088.9996.0	PITRM1-AS1	ENST00000430356.3	33.33333333	66.66666667	66.66666667	33.33333333	0.079681275	0.133333333	0	0.421052632			
CA-CS-5-135033712-135033949.6323.0	PITX1	ENST00000502676.1	0	100	100	0	0	4.266666667	7.894736842	1.473684211			
CA-CA-4-110621163-110621369.4886.0	PITX2	ENST00000306732.7	100	0	100	0	0.239043825	2	0	25.68421053			
CA-CS-8-22289846-22289927.5670.0	PIWIL2	-	100	0	100	0	0	8	0	13.26315789			
